movie_id,title,rating,number_of_ratings,movie_link
tt3659388,The Martian,8.0,987000,https://www.imdb.com/title/tt3659388/
tt1663202,The Revenant,8.0,928000,https://www.imdb.com/title/tt1663202/
tt1798709,Her,8.0,716000,https://www.imdb.com/title/tt1798709/
tt1431045,Deadpool,8.0,1200000,https://www.imdb.com/title/tt1431045/
tt0848228,The Avengers,8.0,1500000,https://www.imdb.com/title/tt0848228/
tt2084970,The Imitation Game,8.0,866000,https://www.imdb.com/title/tt2084970/
tt0947798,Black Swan,8.0,875000,https://www.imdb.com/title/tt0947798/
tt4857264,The Invisible Guest,8.0,208000,https://www.imdb.com/title/tt4857264/
tt2948372,Soul,8.0,420000,https://www.imdb.com/title/tt2948372/
tt8613070,Portrait of a Lady on Fire,8.0,124000,https://www.imdb.com/title/tt8613070/
tt1504320,The King's Speech,8.0,727000,https://www.imdb.com/title/tt1504320/
tt3741834,Lion,8.0,263000,https://www.imdb.com/title/tt3741834/
tt2631186,Baahubali: The Beginning,8.0,150000,https://www.imdb.com/title/tt2631186/
tt8946378,Knives Out,7.9,838000,https://www.imdb.com/title/tt8946378/
tt2543164,Arrival,7.9,841000,https://www.imdb.com/title/tt2543164/
tt1631867,Edge of Tomorrow,7.9,790000,https://www.imdb.com/title/tt1631867/
tt1659337,The Perks of Being a Wallflower,7.9,582000,https://www.imdb.com/title/tt1659337/
tt1727824,Bohemian Rhapsody,7.9,634000,https://www.imdb.com/title/tt1727824/
tt2584384,Jojo Rabbit,7.9,478000,https://www.imdb.com/title/tt2584384/
tt2543472,Wonder,7.9,192000,https://www.imdb.com/title/tt2543472/
tt3501632,Thor: Ragnarok,7.9,876000,https://www.imdb.com/title/tt3501632/
tt0790636,Dallas Buyers Club,7.9,542000,https://www.imdb.com/title/tt0790636/
tt1065073,Boyhood,7.9,379000,https://www.imdb.com/title/tt1065073/
tt0454876,Life of Pi,7.9,693000,https://www.imdb.com/title/tt0454876/
tt7653254,Marriage Story,7.9,366000,https://www.imdb.com/title/tt7653254/
tt1877832,X-Men: Days of Future Past,7.9,780000,https://www.imdb.com/title/tt1877832/
tt2209418,Before Midnight,7.9,183000,https://www.imdb.com/title/tt2209418/
tt2265171,The Raid 2,7.9,137000,https://www.imdb.com/title/tt2265171/
tt3544112,Sing Street,7.9,106000,https://www.imdb.com/title/tt3544112/
tt1602620,Amour,7.9,110000,https://www.imdb.com/title/tt1602620/
tt1188996,My Name Is Khan,7.9,122000,https://www.imdb.com/title/tt1188996/
tt1596363,The Big Short,7.8,526000,https://www.imdb.com/title/tt1596363/
tt8367814,The Gentlemen,7.8,446000,https://www.imdb.com/title/tt8367814/
tt5052448,Get Out,7.8,790000,https://www.imdb.com/title/tt5052448/
tt5013056,Dunkirk,7.8,791000,https://www.imdb.com/title/tt5013056/
tt3460252,The Hateful Eight,7.8,708000,https://www.imdb.com/title/tt3460252/
tt0903624,The Hobbit: An Unexpected Journey,7.8,915000,https://www.imdb.com/title/tt0903624/
tt3281548,Little Women,7.8,276000,https://www.imdb.com/title/tt3281548/
tt1074638,Skyfall,7.8,762000,https://www.imdb.com/title/tt1074638/
tt2194499,About Time,7.8,423000,https://www.imdb.com/title/tt2194499/
